Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
@jefeson.silva_ eu tbbbb,@jefeson.silva_ eu tbbbb,jefesonsilva_ tbbbb,"['jefesonsilva_', 'tbbbb']","['jefesonsilva_', 'tbbbb']","['jefesonsilva_', 'tbbbb']",jefesonsilva_ tbbbb
app com instabilidade pqp,app com instabilidade pqp,app com instabilidade pqp,"['app', 'com', 'instabilidade', 'pqp']","['app', 'instabilidade', 'pqp']","['app', 'instabil', 'pqp']",app instabil pqp
Que inferno de aplicativo que não funciona quando a gente mais precisa 🤬,Que inferno de aplicativo que não funciona quando a gente mais precisa :face_with_symbols_on_mouth:,que inferno aplicativo que não funciona quando gente mais precisa face_with_symbols_on_mouth,"['que', 'inferno', 'aplicativo', 'que', 'não', 'funciona', 'quando', 'gente', 'mais', 'precisa', 'face_with_symbols_on_mouth']","['inferno', 'aplicativo', 'funciona', 'gente', 'precisa', 'face_with_symbols_on_mouth']","['infern', 'aplic', 'func', 'gent', 'precis', 'face_with_symbols_on_mouth']",infern aplic func gent precis face_with_symbols_on_mouth
"Estou aliviada, pensei que haviam rackeado meu aplicativo, pelo visto não","Estou aliviada, pensei que haviam rackeado meu aplicativo, pelo visto não",estou aliviada pensei que haviam rackeado meu aplicativo pelo visto não,"['estou', 'aliviada', 'pensei', 'que', 'haviam', 'rackeado', 'meu', 'aplicativo', 'pelo', 'visto', 'não']","['aliviada', 'pensei', 'haviam', 'rackeado', 'aplicativo', 'visto']","['alivi', 'pens', 'hav', 'racke', 'aplic', 'vist']",alivi pens hav racke aplic vist
Essa droga sempre atrapalha,Essa droga sempre atrapalha,essa droga sempre atrapalha,"['essa', 'droga', 'sempre', 'atrapalha']","['droga', 'sempre', 'atrapalha']","['drog', 'sempr', 'atrapalh']",drog sempr atrapalh
App está fora do ar,App está fora do ar,app está fora,"['app', 'está', 'fora']",['app'],['app'],app
Só queria conseguir usar o meu dinheiro,Só queria conseguir usar o meu dinheiro,queria conseguir usar meu dinheiro,"['queria', 'conseguir', 'usar', 'meu', 'dinheiro']","['queria', 'conseguir', 'usar', 'dinheiro']","['quer', 'consegu', 'us', 'dinh']",quer consegu us dinh
Banco fora do ar.,Banco fora do ar.,banco fora ar,"['banco', 'fora', 'ar']","['banco', 'ar']","['banc', 'ar']",banc ar
"Rapaz, na hora que eu mais preciso, essa benção me deixa na mão","Rapaz, na hora que eu mais preciso, essa benção me deixa na mão",rapaz hora que mais preciso essa benção deixa mão,"['rapaz', 'hora', 'que', 'mais', 'preciso', 'essa', 'benção', 'deixa', 'mão']","['rapaz', 'hora', 'preciso', 'benção', 'deixa', 'mão']","['rapaz', 'hor', 'precis', 'benç', 'deix', 'mão']",rapaz hor precis benç deix mão
Achei q era só comigo mas mta gente tá com o app fora do ar!!! Preciso pagar minhas contassss,Achei q era só comigo mas mta gente tá com o app fora do ar!!! Preciso pagar minhas contassss,achei era comigo mas mta gente com app fora ar preciso pagar minhas contassss,"['achei', 'era', 'comigo', 'mas', 'mta', 'gente', 'com', 'app', 'fora', 'ar', 'preciso', 'pagar', 'minhas', 'contassss']","['achei', 'comigo', 'mta', 'gente', 'app', 'ar', 'preciso', 'pagar', 'contassss']","['ach', 'comig', 'mta', 'gent', 'app', 'ar', 'precis', 'pag', 'contasss']",ach comig mta gent app ar precis pag contasss
Merd@ do app fora ar e como a gente faz ?  Que loucura mds,Merd@ do app fora ar e como a gente faz ?  Que loucura mds,merd app fora como gente faz que loucura mds,"['merd', 'app', 'fora', 'como', 'gente', 'faz', 'que', 'loucura', 'mds']","['merd', 'app', 'gente', 'faz', 'loucura', 'mds']","['merd', 'app', 'gent', 'faz', 'louc', 'md']",merd app gent faz louc md
aplicativo volta quando?,aplicativo volta quando?,aplicativo volta quando,"['aplicativo', 'volta', 'quando']","['aplicativo', 'volta']","['aplic', 'volt']",aplic volt
Se voltar avisa por favot,Se voltar avisa por favot,voltar avisa por favot,"['voltar', 'avisa', 'por', 'favot']","['voltar', 'avisa', 'favot']","['volt', 'avis', 'favot']",volt avis favot
Aplicativo não funciona,Aplicativo não funciona,aplicativo não funciona,"['aplicativo', 'não', 'funciona']","['aplicativo', 'funciona']","['aplic', 'func']",aplic func
"O apo está fora do ar, né?? Meu dispositivo foi inclusive desconectado, fui até o caixa eletrônico desbloquear e simplesmente não da!","O apo está fora do ar, né?? Meu dispositivo foi inclusive desconectado, fui até o caixa eletrônico desbloquear e simplesmente não da!",apo está fora ar né meu dispositivo foi inclusive desconectado fui até caixa eletrônico desbloquear simplesmente não da,"['apo', 'está', 'fora', 'ar', 'né', 'meu', 'dispositivo', 'foi', 'inclusive', 'desconectado', 'fui', 'até', 'caixa', 'eletrônico', 'desbloquear', 'simplesmente', 'não', 'da']","['apo', 'ar', 'né', 'dispositivo', 'inclusive', 'desconectado', 'caixa', 'eletrônico', 'desbloquear', 'simplesmente']","['apo', 'ar', 'né', 'disposi', 'inclusiv', 'desconect', 'caix', 'eletrôn', 'desbloqu', 'simples']",apo ar né disposi inclusiv desconect caix eletrôn desbloqu simples
@diasdayanegoncalves eu tb,@diasdayanegoncalves eu tb,diasdayanegoncalves,['diasdayanegoncalves'],['diasdayanegoncalves'],['diasdayanegoncalv'],diasdayanegoncalv
Agiliza aí @bancodobrasil,Agiliza aí @bancodobrasil,agiliza bancodobrasil,"['agiliza', 'bancodobrasil']","['agiliza', 'bancodobrasil']","['agiliz', 'bancodobrasil']",agiliz bancodobrasil
App não abreeeee,App não abreeeee,app não abreeeee,"['app', 'não', 'abreeeee']","['app', 'abreeeee']","['app', 'abreeee']",app abreeee
"PRECISO PAGAR MINHAS CONTASSSSS, ARRUMEM LOGO ESSE APP, A VIDA NÃO PARA","PRECISO PAGAR MINHAS CONTASSSSS, ARRUMEM LOGO ESSE APP, A VIDA NÃO PARA",preciso pagar minhas contasssss arrumem logo esse app vida não para,"['preciso', 'pagar', 'minhas', 'contasssss', 'arrumem', 'logo', 'esse', 'app', 'vida', 'não', 'para']","['preciso', 'pagar', 'contasssss', 'arrumem', 'logo', 'app', 'vida']","['precis', 'pag', 'contassss', 'arrum', 'log', 'app', 'vid']",precis pag contassss arrum log app vid
"Mesma coisa aqui, vou passar sem almoço hoje","Mesma coisa aqui, vou passar sem almoço hoje",mesma coisa aqui vou passar sem almoço hoje,"['mesma', 'coisa', 'aqui', 'vou', 'passar', 'sem', 'almoço', 'hoje']","['mesma', 'coisa', 'aqui', 'vou', 'passar', 'almoço', 'hoje']","['mesm', 'cois', 'aqu', 'vou', 'pass', 'almoç', 'hoj']",mesm cois aqu vou pass almoç hoj
"meu irmão, AVISEM que este caralho está fora do ar, passei foi raiva aqui","meu irmão, AVISEM que este caralho está fora do ar, passei foi raiva aqui",meu irmão avisem que este caralho está fora ar passei foi raiva aqui,"['meu', 'irmão', 'avisem', 'que', 'este', 'caralho', 'está', 'fora', 'ar', 'passei', 'foi', 'raiva', 'aqui']","['irmão', 'avisem', 'caralho', 'ar', 'passei', 'raiva', 'aqui']","['irm', 'avis', 'caralh', 'ar', 'pass', 'raiv', 'aqu']",irm avis caralh ar pass raiv aqu
"Todo dia esse aplicativo cai. Deveríamos no juntar e processar esse banco em massa, porque não é possível tudo que temos que passar devido a isso! Estou devendo 2 pessoas porque não consigo mandar PIX!","Todo dia esse aplicativo cai. Deveríamos no juntar e processar esse banco em massa, porque não é possível tudo que temos que passar devido a isso! Estou devendo 2 pessoas porque não consigo mandar PIX!",todo dia esse aplicativo cai deveríamos juntar processar esse banco massa porque não possível tudo que temos que passar devido isso estou devendo pessoas porque não consigo mandar pix,"['todo', 'dia', 'esse', 'aplicativo', 'cai', 'deveríamos', 'juntar', 'processar', 'esse', 'banco', 'massa', 'porque', 'não', 'possível', 'tudo', 'que', 'temos', 'que', 'passar', 'devido', 'isso', 'estou', 'devendo', 'pessoas', 'porque', 'não', 'consigo', 'mandar', 'pix']","['todo', 'dia', 'aplicativo', 'cai', 'deveríamos', 'juntar', 'processar', 'banco', 'massa', 'porque', 'possível', 'tudo', 'passar', 'devido', 'devendo', 'pessoas', 'porque', 'consigo', 'mandar', 'pix']","['tod', 'dia', 'aplic', 'cai', 'dev', 'junt', 'process', 'banc', 'mass', 'porqu', 'possível', 'tud', 'pass', 'dev', 'dev', 'pesso', 'porqu', 'consig', 'mand', 'pix']",tod dia aplic cai dev junt process banc mass porqu possível tud pass dev dev pesso porqu consig mand pix
@thiago_furtado07 Ainda não,@thiago_furtado07 Ainda não,thiago_furtado07 ainda não,"['thiago_furtado07', 'ainda', 'não']","['thiago_furtado07', 'ainda']","['thiago_furtado07', 'aind']",thiago_furtado07 aind
Tá sim,Tá sim,sim,['sim'],['sim'],['sim'],sim
Aplicativo com problema. Caixa eletrônico sempre dando erro,Aplicativo com problema. Caixa eletrônico sempre dando erro,aplicativo com problema caixa eletrônico sempre dando erro,"['aplicativo', 'com', 'problema', 'caixa', 'eletrônico', 'sempre', 'dando', 'erro']","['aplicativo', 'problema', 'caixa', 'eletrônico', 'sempre', 'dando', 'erro']","['aplic', 'problem', 'caix', 'eletrôn', 'sempr', 'dand', 'err']",aplic problem caix eletrôn sempr dand err
"Bem na sexta-feira essa bodega resolve dar pau, é f0da","Bem na sexta-feira essa bodega resolve dar pau, é f0da",bem sextafeira essa bodega resolve dar pau f0da,"['bem', 'sextafeira', 'essa', 'bodega', 'resolve', 'dar', 'pau', 'f0da']","['bem', 'sextafeira', 'bodega', 'resolve', 'dar', 'pau', 'f0da']","['bem', 'sextaf', 'bodeg', 'resolv', 'dar', 'pau', 'f0d']",bem sextaf bodeg resolv dar pau f0d
Incrível como esse banco só apresenta instabilidades quando mais precisamos… 😡,Incrível como esse banco só apresenta instabilidades quando mais precisamos… :enraged_face:,incrível como esse banco apresenta instabilidades quando mais precisamos enraged_face,"['incrível', 'como', 'esse', 'banco', 'apresenta', 'instabilidades', 'quando', 'mais', 'precisamos', 'enraged_face']","['incrível', 'banco', 'apresenta', 'instabilidades', 'precisamos', 'enraged_face']","['incr', 'banc', 'apresent', 'instabil', 'precis', 'enraged_fac']",incr banc apresent instabil precis enraged_fac
Simm,Simm,simm,['simm'],['simm'],['simm'],simm
@jefeson.silva_ caiu,@jefeson.silva_ caiu,jefesonsilva_ caiu,"['jefesonsilva_', 'caiu']","['jefesonsilva_', 'caiu']","['jefesonsilva_', 'caiu']",jefesonsilva_ caiu
Vim para saber disso tambem kkkk fiquei preocupado,Vim para saber disso tambem kkkk fiquei preocupado,vim para saber disso tambem kkkk fiquei preocupado,"['vim', 'para', 'saber', 'disso', 'tambem', 'kkkk', 'fiquei', 'preocupado']","['vim', 'saber', 'disso', 'tambem', 'kkkk', 'fiquei', 'preocupado']","['vim', 'sab', 'diss', 'tamb', 'kkkk', 'fiq', 'preocup']",vim sab diss tamb kkkk fiq preocup
Passando um constrangimento aqui com esse banco!! Que deveria ter um sistema muito melhor!,Passando um constrangimento aqui com esse banco!! Que deveria ter um sistema muito melhor!,passando constrangimento aqui com esse banco que deveria ter sistema muito melhor,"['passando', 'constrangimento', 'aqui', 'com', 'esse', 'banco', 'que', 'deveria', 'ter', 'sistema', 'muito', 'melhor']","['passando', 'constrangimento', 'aqui', 'banco', 'deveria', 'ter', 'sistema', 'melhor']","['pass', 'constrang', 'aqu', 'banc', 'dev', 'ter', 'sistem', 'melhor']",pass constrang aqu banc dev ter sistem melhor
@beckman.adv sem previsão de volta,@beckman.adv sem previsão de volta,beckmanadv sem previsão volta,"['beckmanadv', 'sem', 'previsão', 'volta']","['beckmanadv', 'previsão', 'volta']","['beckmanadv', 'previs', 'volt']",beckmanadv previs volt
Bb por favor resolva logo preciso usar o Pix,Bb por favor resolva logo preciso usar o Pix,por favor resolva logo preciso usar pix,"['por', 'favor', 'resolva', 'logo', 'preciso', 'usar', 'pix']","['favor', 'resolva', 'logo', 'preciso', 'usar', 'pix']","['favor', 'resolv', 'log', 'precis', 'us', 'pix']",favor resolv log precis us pix
@thiago_furtado07 acho que voltou,@thiago_furtado07 acho que voltou,thiago_furtado07 acho que voltou,"['thiago_furtado07', 'acho', 'que', 'voltou']","['thiago_furtado07', 'acho', 'voltou']","['thiago_furtado07', 'ach', 'volt']",thiago_furtado07 ach volt
O app tá fora do ar? Que merda😂,O app tá fora do ar? Que merda:face_with_tears_of_joy:,app fora ar que merdaface_with_tears_of_joy,"['app', 'fora', 'ar', 'que', 'merdaface_with_tears_of_joy']","['app', 'ar', 'merdaface_with_tears_of_joy']","['app', 'ar', 'merdaface_with_tears_of_joy']",app ar merdaface_with_tears_of_joy
Tô precisando muito usar o App mas não abre🤦🏿‍♂️,Tô precisando muito usar o App mas não abre:man_facepalming_dark_skin_tone:,precisando muito usar app mas não abreman_facepalming_dark_skin_tone,"['precisando', 'muito', 'usar', 'app', 'mas', 'não', 'abreman_facepalming_dark_skin_tone']","['precisando', 'usar', 'app', 'abreman_facepalming_dark_skin_tone']","['precis', 'us', 'app', 'abreman_facepalming_dark_skin_ton']",precis us app abreman_facepalming_dark_skin_ton
E eu precisando pagar a manicure,E eu precisando pagar a manicure,precisando pagar manicure,"['precisando', 'pagar', 'manicure']","['precisando', 'pagar', 'manicure']","['precis', 'pag', 'manicur']",precis pag manicur
quem é Gilberto gil,quem é Gilberto gil,quem gilberto gil,"['quem', 'gilberto', 'gil']","['gilberto', 'gil']","['gilbert', 'gil']",gilbert gil
amei ameiiiii,amei ameiiiii,amei ameiiiii,"['amei', 'ameiiiii']","['amei', 'ameiiiii']","['ame', 'ameiiii']",ame ameiiii
So eu pensei que era o Ronaldinho kkk,So eu pensei que era o Ronaldinho kkk,pensei que era ronaldinho kkk,"['pensei', 'que', 'era', 'ronaldinho', 'kkk']","['pensei', 'ronaldinho', 'kkk']","['pens', 'ronald', 'kkk']",pens ronald kkk
incrível!,incrível!,incrível,['incrível'],['incrível'],['incr'],incr
😍😍😍😍😍😍😍,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes'],['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes'],['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_heartey'],smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_heartey
amo,amo,amo,['amo'],['amo'],['amo'],amo
Quero denunciar uma chave pix que está aplicando golpe como faço?,Quero denunciar uma chave pix que está aplicando golpe como faço?,quero denunciar uma chave pix que está aplicando golpe como faço,"['quero', 'denunciar', 'uma', 'chave', 'pix', 'que', 'está', 'aplicando', 'golpe', 'como', 'faço']","['quero', 'denunciar', 'chave', 'pix', 'aplicando', 'golpe', 'faço']","['quer', 'denunci', 'chav', 'pix', 'aplic', 'golp', 'faç']",quer denunci chav pix aplic golp faç
Marketing do BB tá de parabéns fazendo o povo esquecer do enriquecimento do banco através de trabalho escravo,Marketing do BB tá de parabéns fazendo o povo esquecer do enriquecimento do banco através de trabalho escravo,marketing parabéns fazendo povo esquecer enriquecimento banco através trabalho escravo,"['marketing', 'parabéns', 'fazendo', 'povo', 'esquecer', 'enriquecimento', 'banco', 'através', 'trabalho', 'escravo']","['marketing', 'parabéns', 'fazendo', 'povo', 'esquecer', 'enriquecimento', 'banco', 'através', 'trabalho', 'escravo']","['marketing', 'parabém', 'faz', 'pov', 'esquec', 'enriquec', 'banc', 'através', 'trabalh', 'escrav']",marketing parabém faz pov esquec enriquec banc através trabalh escrav
Será que tem dinheiro do povo aí ?,Será que tem dinheiro do povo aí ?,será que tem dinheiro povo,"['será', 'que', 'tem', 'dinheiro', 'povo']","['dinheiro', 'povo']","['dinh', 'pov']",dinh pov
"O Ibama multou o Banco do Brasil, o Banco do Nordeste e o Banco da Amazônia em R$ 3,6 milhões por concederem crédito a fazendas envolvidas em desmatamento ilegal no Cerrado.","O Ibama multou o Banco do Brasil, o Banco do Nordeste e o Banco da Amazônia em R$ 3,6 milhões por concederem crédito a fazendas envolvidas em desmatamento ilegal no Cerrado.",ibama multou banco brasil banco nordeste banco amazônia 36 milhões por concederem crédito fazendas envolvidas desmatamento ilegal cerrado,"['ibama', 'multou', 'banco', 'brasil', 'banco', 'nordeste', 'banco', 'amazônia', '36', 'milhões', 'por', 'concederem', 'crédito', 'fazendas', 'envolvidas', 'desmatamento', 'ilegal', 'cerrado']","['ibama', 'multou', 'banco', 'brasil', 'banco', 'nordeste', 'banco', 'amazônia', '36', 'milhões', 'concederem', 'crédito', 'fazendas', 'envolvidas', 'desmatamento', 'ilegal', 'cerrado']","['ibam', 'mult', 'banc', 'brasil', 'banc', 'nord', 'banc', 'amazôn', '36', 'milhã', 'conced', 'crédit', 'fazend', 'envolv', 'desmat', 'ileg', 'cerr']",ibam mult banc brasil banc nord banc amazôn 36 milhã conced crédit fazend envolv desmat ileg cerr
Que Deus o tenha 🙏,Que Deus o tenha :folded_hands:,que deus tenha folded_hands,"['que', 'deus', 'tenha', 'folded_hands']","['deus', 'folded_hands']","['deu', 'folded_hand']",deu folded_hand
Pensei q era o wiu,Pensei q era o wiu,pensei era wiu,"['pensei', 'era', 'wiu']","['pensei', 'wiu']","['pens', 'wiu']",pens wiu
🤢🤢,:nauseated_face::nauseated_face:,nauseated_facenauseated_face,['nauseated_facenauseated_face'],['nauseated_facenauseated_face'],['nauseated_facenauseated_fac'],nauseated_facenauseated_fac
Kakakakakaka,Kakakakakaka,kakakakakaka,['kakakakakaka'],['kakakakakaka'],['kakakakakak'],kakakakakak
"Que caralho de banco, abrir esse app, e as notificam são cobradas kkk até isso eles cobram, vaaa","Que caralho de banco, abrir esse app, e as notificam são cobradas kkk até isso eles cobram, vaaa",que caralho banco abrir esse app notificam são cobradas kkk até isso eles cobram vaaa,"['que', 'caralho', 'banco', 'abrir', 'esse', 'app', 'notificam', 'são', 'cobradas', 'kkk', 'até', 'isso', 'eles', 'cobram', 'vaaa']","['caralho', 'banco', 'abrir', 'app', 'notificam', 'cobradas', 'kkk', 'cobram', 'vaaa']","['caralh', 'banc', 'abr', 'app', 'notific', 'cobr', 'kkk', 'cobr', 'vaa']",caralh banc abr app notific cobr kkk cobr vaa
SUPORTE PÉSSIMO PARA OS CORRESPONDENTES PARCEIROS,SUPORTE PÉSSIMO PARA OS CORRESPONDENTES PARCEIROS,suporte péssimo para correspondentes parceiros,"['suporte', 'péssimo', 'para', 'correspondentes', 'parceiros']","['suporte', 'péssimo', 'correspondentes', 'parceiros']","['suport', 'péss', 'correspond', 'parc']",suport péss correspond parc
"Preciso de ajuda, o app do banco tá dando erro pra tudo, não o whats da erro e o telefone também fala que tá com erro de sistema.","Preciso de ajuda, o app do banco tá dando erro pra tudo, não o whats da erro e o telefone também fala que tá com erro de sistema.",preciso ajuda app banco dando erro pra tudo não whats erro telefone também fala que com erro sistema,"['preciso', 'ajuda', 'app', 'banco', 'dando', 'erro', 'pra', 'tudo', 'não', 'whats', 'erro', 'telefone', 'também', 'fala', 'que', 'com', 'erro', 'sistema']","['preciso', 'ajuda', 'app', 'banco', 'dando', 'erro', 'pra', 'tudo', 'whats', 'erro', 'telefone', 'fala', 'erro', 'sistema']","['precis', 'ajud', 'app', 'banc', 'dand', 'err', 'pra', 'tud', 'what', 'err', 'telefon', 'fal', 'err', 'sistem']",precis ajud app banc dand err pra tud what err telefon fal err sistem
"Merda de app fora do ar, os canais de atendimento não servem pra nada, meu dinheiro travado e eu passando vergonha  pq não consigo fazer 1 pix","Merda de app fora do ar, os canais de atendimento não servem pra nada, meu dinheiro travado e eu passando vergonha  pq não consigo fazer 1 pix",merda app fora ar canais atendimento não servem pra nada meu dinheiro travado passando vergonha não consigo fazer pix,"['merda', 'app', 'fora', 'ar', 'canais', 'atendimento', 'não', 'servem', 'pra', 'nada', 'meu', 'dinheiro', 'travado', 'passando', 'vergonha', 'não', 'consigo', 'fazer', 'pix']","['merda', 'app', 'ar', 'canais', 'atendimento', 'servem', 'pra', 'nada', 'dinheiro', 'travado', 'passando', 'vergonha', 'consigo', 'fazer', 'pix']","['merd', 'app', 'ar', 'canal', 'atend', 'serv', 'pra', 'nad', 'dinh', 'trav', 'pass', 'vergonh', 'consig', 'faz', 'pix']",merd app ar canal atend serv pra nad dinh trav pass vergonh consig faz pix
"O banco está fora do ar, meu login saiu do nada","O banco está fora do ar, meu login saiu do nada",banco está fora ar meu login saiu nada,"['banco', 'está', 'fora', 'ar', 'meu', 'login', 'saiu', 'nada']","['banco', 'ar', 'login', 'saiu', 'nada']","['banc', 'ar', 'login', 'saiu', 'nad']",banc ar login saiu nad
O banco está fora do ar?,O banco está fora do ar?,banco está fora ar,"['banco', 'está', 'fora', 'ar']","['banco', 'ar']","['banc', 'ar']",banc ar
Gente o app está fora do ar?,Gente o app está fora do ar?,gente app está fora ar,"['gente', 'app', 'está', 'fora', 'ar']","['gente', 'app', 'ar']","['gent', 'app', 'ar']",gent app ar
Não tô conseguindo fazer Pix ...,Não tô conseguindo fazer Pix ...,não conseguindo fazer pix ,"['não', 'conseguindo', 'fazer', 'pix']","['conseguindo', 'fazer', 'pix']","['consegu', 'faz', 'pix']",consegu faz pix
"Que ABSURDO! O aplicativo não entra, fala pra liberar o aparelho que SEMPRE usei. Toda semana a gente fica na mão com vocês. 🙄🙄🙄🙄","Que ABSURDO! O aplicativo não entra, fala pra liberar o aparelho que SEMPRE usei. Toda semana a gente fica na mão com vocês. :face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes:",que absurdo aplicativo não entra fala pra liberar aparelho que sempre usei toda semana gente fica mão com vocês face_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyes,"['que', 'absurdo', 'aplicativo', 'não', 'entra', 'fala', 'pra', 'liberar', 'aparelho', 'que', 'sempre', 'usei', 'toda', 'semana', 'gente', 'fica', 'mão', 'com', 'vocês', 'face_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyes']","['absurdo', 'aplicativo', 'entra', 'fala', 'pra', 'liberar', 'aparelho', 'sempre', 'usei', 'toda', 'semana', 'gente', 'fica', 'mão', 'face_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyes']","['absurd', 'aplic', 'entr', 'fal', 'pra', 'liber', 'aparelh', 'sempr', 'use', 'tod', 'seman', 'gent', 'fic', 'mão', 'face_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyesface_with_rolling_ey']",absurd aplic entr fal pra liber aparelh sempr use tod seman gent fic mão face_with_rolling_eyesface_with_rolling_eyesface_with_rolling_eyesface_with_rolling_ey
Estou tentando acessar para pagar uma conta e não consigo entrar no app.,Estou tentando acessar para pagar uma conta e não consigo entrar no app.,estou tentando acessar para pagar uma conta não consigo entrar app,"['estou', 'tentando', 'acessar', 'para', 'pagar', 'uma', 'conta', 'não', 'consigo', 'entrar', 'app']","['tentando', 'acessar', 'pagar', 'conta', 'consigo', 'entrar', 'app']","['tent', 'acess', 'pag', 'cont', 'consig', 'entr', 'app']",tent acess pag cont consig entr app
@bancodobrasil Não consigo usar nenhuma função. Qual a previsão?,@bancodobrasil Não consigo usar nenhuma função. Qual a previsão?,bancodobrasil não consigo usar nenhuma função qual previsão,"['bancodobrasil', 'não', 'consigo', 'usar', 'nenhuma', 'função', 'qual', 'previsão']","['bancodobrasil', 'consigo', 'usar', 'nenhuma', 'função', 'previsão']","['bancodobrasil', 'consig', 'us', 'nenhum', 'funç', 'previs']",bancodobrasil consig us nenhum funç previs
App não abre,App não abre,app não abre,"['app', 'não', 'abre']","['app', 'abre']","['app', 'abr']",app abr
Banco vagabundo app fora do ar😢,Banco vagabundo app fora do ar:crying_face:,banco vagabundo app fora arcrying_face,"['banco', 'vagabundo', 'app', 'fora', 'arcrying_face']","['banco', 'vagabundo', 'app', 'arcrying_face']","['banc', 'vagabund', 'app', 'arcrying_fac']",banc vagabund app arcrying_fac
Desse jeito viu..nem um pix consegui fazer,Desse jeito viu..nem um pix consegui fazer,desse jeito viunem pix consegui fazer,"['desse', 'jeito', 'viunem', 'pix', 'consegui', 'fazer']","['desse', 'jeito', 'viunem', 'pix', 'consegui', 'fazer']","['dess', 'jeit', 'viun', 'pix', 'consegu', 'faz']",dess jeit viun pix consegu faz
@_tiagomontezuma nem recebo,@_tiagomontezuma nem recebo,_tiagomontezuma nem recebo,"['_tiagomontezuma', 'nem', 'recebo']","['_tiagomontezuma', 'recebo']","['_tiagomontezum', 'receb']",_tiagomontezum receb
"Tá péssimo, chega tô nervosa 😡 preciso fazer um pix urgente e não vai.","Tá péssimo, chega tô nervosa :enraged_face: preciso fazer um pix urgente e não vai.",péssimo chega nervosa enraged_face preciso fazer pix urgente não vai,"['péssimo', 'chega', 'nervosa', 'enraged_face', 'preciso', 'fazer', 'pix', 'urgente', 'não', 'vai']","['péssimo', 'chega', 'nervosa', 'enraged_face', 'preciso', 'fazer', 'pix', 'urgente', 'vai']","['péss', 'cheg', 'nerv', 'enraged_fac', 'precis', 'faz', 'pix', 'urgent', 'vai']",péss cheg nerv enraged_fac precis faz pix urgent vai
S,S,,[],[],[],
"@samgsoares eles não estão nem aí, enquanto isso a gente com o dinheiro travado não consegue fazer um pagamento, passando raiva e até vergonha nos estabelecimentos","@samgsoares eles não estão nem aí, enquanto isso a gente com o dinheiro travado não consegue fazer um pagamento, passando raiva e até vergonha nos estabelecimentos",samgsoares eles não estão nem aí enquanto isso gente com dinheiro travado não consegue fazer pagamento passando raiva até vergonha nos estabelecimentos,"['samgsoares', 'eles', 'não', 'estão', 'nem', 'aí', 'enquanto', 'isso', 'gente', 'com', 'dinheiro', 'travado', 'não', 'consegue', 'fazer', 'pagamento', 'passando', 'raiva', 'até', 'vergonha', 'nos', 'estabelecimentos']","['samgsoares', 'aí', 'enquanto', 'gente', 'dinheiro', 'travado', 'consegue', 'fazer', 'pagamento', 'passando', 'raiva', 'vergonha', 'estabelecimentos']","['samgso', 'aí', 'enquant', 'gent', 'dinh', 'trav', 'conseg', 'faz', 'pag', 'pass', 'raiv', 'vergonh', 'estabelec']",samgso aí enquant gent dinh trav conseg faz pag pass raiv vergonh estabelec
